,mode,price,catch,pbeach,ppier,pboat,pcharter,cbeach,cpier,cboat,ccharter,income,log_income,pdif
965,charter,63.998000000000005,0.0052,129.57399999999998,129.57399999999998,38.998000000000005,63.998000000000005,0.2537,0.1498,0.0531,0.0052,4583.332,8.430181523517474,65.57599999999998
967,charter,63.998000000000005,2.3014,129.57399999999998,129.57399999999998,38.998000000000005,63.998000000000005,0.2537,0.1498,0.6817,2.3014,4583.332,8.430181523517474,65.57599999999998
970,charter,63.998000000000005,2.3014,129.57399999999998,129.57399999999998,38.998000000000005,63.998000000000005,0.2537,0.1498,0.6817,2.3014,4583.332,8.430181523517474,65.57599999999998
984,charter,35.296,0.0052,61.776,61.776,10.296,35.296,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,26.480000000000004
989,charter,28.096,2.3014,18.576,18.576,3.096,28.096,0.2537,0.1498,0.6817,2.3014,416.66668,6.0322865736282365,9.52
990,charter,30.496,0.0052,32.976,32.976,5.496,30.496,0.2537,0.1498,0.0531,0.0052,1249.9998,7.130898670296334,2.4800000000000004
996,charter,30.496,2.3014,32.976,32.976,5.496,30.496,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,2.4800000000000004
1018,charter,56.45,2.3101,49.062,49.062,31.45,56.45,0.2537,0.1498,0.7369,2.3101,4583.332,8.430181523517474,7.388000000000005
1023,charter,131.726,1.0266,16.45,16.45,96.726,131.726,0.5333,0.4522,0.2413,1.0266,2083.3332,7.641724390062335,115.276
1025,charter,76.45,2.3014,80.262,80.262,51.45,76.45,0.2537,0.1498,0.6817,2.3014,7916.6663,8.976725474478886,3.8119999999999976
1028,charter,41.45,2.3014,25.662,25.662,16.45,41.45,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,15.788000000000004
1029,charter,51.45,2.3014,41.262,41.262,26.45,51.45,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,10.188000000000002
1031,charter,46.45,0.0052,33.462,33.462,21.45,46.45,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,12.988
1036,charter,48.376000000000005,0.324,176.748,176.748,18.876,48.376000000000005,0.0678,0.0503,0.1082,0.324,2916.6666,7.978196667826407,128.37199999999999
1037,charter,47.372,0.0052,14.476,14.476,22.372,47.372,0.2537,0.1498,0.0531,0.0052,2083.3332,7.641724390062335,32.896
1041,charter,37.87,2.3014,74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,36.776
1043,charter,34.87,2.3101,57.246,57.246,9.87,34.87,0.2537,0.1498,0.7369,2.3101,2083.3332,7.641724390062335,22.376000000000005
1044,charter,40.87,0.0052,92.046,92.046,15.87,40.87,0.2537,0.1498,0.0531,0.0052,3749.9999,8.22951109229779,51.17600000000001
1045,charter,40.096,2.3101,90.576,90.576,15.095999999999998,40.096,0.2537,0.0014,0.7369,2.3101,4583.332,8.430181523517474,50.48
1046,charter,35.296,2.3014,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,26.480000000000004
1050,charter,246.074,0.0029,145.86,145.86,217.074,246.074,0.0678,0.0789,0.0014,0.0029,2916.6666,7.978196667826407,100.214
1052,charter,35.296,2.3014,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,26.480000000000004
1055,charter,42.496,2.3014,104.976,104.976,17.496,42.496,0.2537,0.1498,0.6817,2.3014,5416.6667,8.59723590524362,62.48
1057,charter,37.696,0.0052,76.176,76.176,12.696,37.696,0.2537,0.1498,0.0531,0.0052,3749.9999,8.22951109229779,38.480000000000004
1062,charter,48.688,2.3101,75.012,75.012,23.688,48.688,0.2537,0.0014,0.7369,2.3101,2083.3332,7.641724390062335,26.323999999999998
1065,charter,55.888000000000005,2.3014,97.812,97.812,30.888,55.888000000000005,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,41.92399999999999
1068,charter,87.212,1.0905,97.096,97.096,52.212,87.212,0.0678,0.0789,0.0897,1.0905,1249.9998,7.130898670296334,9.884
1069,charter,84.68799999999999,2.3014,189.012,189.012,59.688,84.68799999999999,0.2537,0.1498,0.6817,2.3014,6250.0013,8.740336950730425,104.32400000000001
1070,charter,41.488,2.3014,52.212,52.212,16.488,41.488,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,10.724000000000004
1077,charter,30.496,2.3014,32.976,32.976,5.496,30.496,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,2.4800000000000004
1078,charter,32.896,0.0052,47.376000000000005,47.376000000000005,7.896,32.896,0.2537,0.1498,0.0531,0.0052,2083.3332,7.641724390062335,14.480000000000004
1082,charter,37.696,2.3014,76.176,76.176,12.696,37.696,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,38.480000000000004
1083,charter,35.296,2.3014,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,26.480000000000004
1084,charter,82.376,0.0209,111.86,111.86,47.376000000000005,82.376,0.0678,0.0789,0.0102,0.0209,2083.3332,7.641724390062335,29.483999999999995
1086,charter,37.696,2.3014,76.176,76.176,12.696,37.696,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,38.480000000000004
1087,charter,30.496,0.0052,32.976,32.976,5.496,30.496,0.2537,0.1498,0.0531,0.0052,1249.9998,7.130898670296334,2.4800000000000004
1088,charter,35.296,2.3014,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,26.480000000000004
1092,charter,32.896,2.3101,47.376000000000005,47.376000000000005,7.896,32.896,0.2537,0.1498,0.7369,2.3101,2083.3332,7.641724390062335,14.480000000000004
1096,charter,48.688,0.0052,75.012,75.012,23.688,48.688,0.2537,0.1498,0.0531,0.0052,2083.3332,7.641724390062335,26.323999999999998
1097,charter,48.688,2.3014,75.012,75.012,23.688,48.688,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,26.323999999999998
1106,charter,28.29,2.3014,37.506,37.506,3.29,28.29,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,9.216000000000001
1107,charter,29.29,2.3014,48.906000000000006,48.906000000000006,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,19.616000000000007
1108,charter,28.29,2.3014,37.506,37.506,3.29,28.29,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,9.216000000000001
1109,charter,30.29,2.3014,60.306,60.306,5.29,30.29,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,30.016
1111,charter,29.29,2.3014,48.906000000000006,48.906000000000006,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,19.616000000000007
1112,charter,27.29,2.3014,26.106,26.106,2.29,27.29,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,1.1839999999999975
1113,charter,112.606,0.0289,347.004,347.004,83.10600000000001,112.606,0.0678,0.0503,0.0143,0.0289,5416.6667,8.59723590524362,234.39800000000002
1115,charter,29.29,2.3014,48.906000000000006,48.906000000000006,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,19.616000000000007
1124,charter,30.29,2.3101,60.306,60.306,5.29,30.29,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,30.016
1128,charter,30.29,0.0052,60.306,60.306,5.29,30.29,0.2537,0.1498,0.0531,0.0052,3749.9999,8.22951109229779,30.016
1131,charter,29.29,2.3101,48.906000000000006,48.906000000000006,4.29,29.29,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,19.616000000000007
1137,charter,29.29,2.3014,48.906000000000006,48.906000000000006,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,19.616000000000007
1143,charter,29.29,2.3014,48.906000000000006,48.906000000000006,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,19.616000000000007
1145,charter,40.79,2.3101,180.00599999999997,180.00599999999997,15.79,40.79,0.2537,0.1498,0.7369,2.3101,12499.998,9.43348376329038,139.21599999999998
1146,charter,32.29,2.3014,83.10600000000001,83.10600000000001,7.29,32.29,0.2537,0.1498,0.6817,2.3014,5416.6667,8.59723590524362,50.81600000000001
1147,charter,32.29,2.3014,83.10600000000001,83.10600000000001,7.29,32.29,0.2537,0.1498,0.6817,2.3014,5416.6667,8.59723590524362,50.81600000000001
1149,charter,33.29,2.3014,94.506,94.506,8.29,33.29,0.2537,0.1498,0.6817,2.3014,6250.0013,8.740336950730425,61.216
1156,charter,33.29,2.3014,94.506,94.506,8.29,33.29,0.2537,0.1498,0.6817,2.3014,6250.0013,8.740336950730425,61.216
1161,charter,74.572,2.3014,32.076,32.076,49.572,74.572,0.2537,0.1498,0.6817,2.3014,5416.6667,8.59723590524362,42.496
1165,charter,55.888000000000005,2.3014,97.812,97.812,30.888,55.888000000000005,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,41.92399999999999
1168,charter,132.812,1.0905,181.896,181.896,97.812,132.812,0.0678,0.0789,0.0897,1.0905,2916.6666,7.978196667826407,49.083999999999975
1172,charter,63.902,0.0219,45.402,45.402,45.402,63.902,0.2537,0.1498,0.0233,0.0219,2083.3332,7.641724390062335,18.5
1175,charter,149.40200000000002,0.0209,121.034,121.034,114.402,149.40200000000002,0.0678,0.0789,0.0102,0.0209,6250.0013,8.740336950730425,28.36800000000001
